name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,identifiedBy,identificationID,lifeStage,occurrenceRemarks,sex,identificationRemarks
"Cervus canadensis Erxleben, 1777",-123.147844,45.425862,"cdround,txmathi",gbif,3039455539,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:02:16.089+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-06T15:48:02,244,Oregon,2021,2,5,2021-02-05,2021-02-06T21:34:03.000+00:00,2021-12-08T05:02:16.089+00:00,https://www.inaturalist.org/observations/69117708,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Patricia,69117708,insectology,NA,2021/02/05 2:39 PM PST,iNaturalist research-grade observations,Observations,"Yamhill County, OR, USA",3039455539,https://www.inaturalist.org/observations/69117708,566550,69117708,Patricia,iNaturalist,22:39:00Z,Mike Patterson,153653035,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-120.68013,37.167454,"cdround,txmathi",gbif,3039457764,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:01:11.346+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-07T21:05:24,28447,California,2021,2,5,2021-02-05,2021-02-11T10:56:30.000+00:00,2021-12-08T05:01:11.346+00:00,https://www.inaturalist.org/observations/69221110,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Gena Bentall,69221110,gbentall,Coordinate uncertainty increased to 28447m to protect threatened taxon,2021/02/05 10:54 AM PST,iNaturalist research-grade observations,Observations,"Merced County, US-CA, US",3039457764,https://www.inaturalist.org/observations/69221110,566549,69221110,Gena Bentall,iNaturalist,18:54:00Z,Gena Bentall,153855736,NA,One antler down,NA,NA
"Cervus canadensis Erxleben, 1777",-115.837954,50.164257,cdround,gbif,3039488575,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:59:37.968+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-06T15:27:15,61,British Columbia,2021,2,5,2021-02-05,2021-02-25T02:57:04.000+00:00,2021-12-08T05:59:37.968+00:00,https://www.inaturalist.org/observations/69143325,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CA,Canada,Larry Halverson,69143325,larryhalverson,NA,2021/02/05 4:59 PM MST,iNaturalist research-grade observations,Observations,"East Kootenay, BC, Canada",3039488575,https://www.inaturalist.org/observations/69143325,204114,69143325,Larry Halverson,iNaturalist,23:59:00Z,Larry Halverson,153649791,NA,Counted 36 feeding in the wetlands,NA,NA
"Cervus canadensis Erxleben, 1777",-105.818175,32.95508,,gbif,3039492819,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:01:54.051+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-08T14:04:36,4,New Mexico,2021,2,7,2021-02-07,2021-02-11T15:53:56.000+00:00,2021-12-08T05:01:54.051+00:00,https://www.inaturalist.org/observations/69255981,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,CK Kelly,69255981,ck2az,NA,Sun Feb 07 2021 22:53:10 GMT-0700 (MST),iNaturalist research-grade observations,Observations,"Lincoln National Forest, La Luz, NM, US",3039492819,https://www.inaturalist.org/observations/69255981,204114,69255981,CK Kelly,iNaturalist,05:53:10Z,CK Kelly,153954787,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-105.215127,39.729559,cdround,gbif,3039507044,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:58:45.715+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-11T00:14:16,57,Colorado,2021,2,10,2021-02-10,2021-02-23T15:48:46.000+00:00,2021-12-08T05:58:45.715+00:00,https://www.inaturalist.org/observations/69388014,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,nanpx,69388014,nanpx,NA,Wed Feb 10 2021 17:11:37 GMT-0700 (MST),iNaturalist research-grade observations,Observations,"Tripp Rd, Golden, CO, US",3039507044,https://www.inaturalist.org/observations/69388014,204114,69388014,nanpx,iNaturalist,00:11:37Z,nanpx,154336076,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-122.93008,38.121366,cdround,gbif,3044557199,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:52:09.428+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-15T07:55:51,NA,California,2021,2,9,2021-02-09,2021-02-15T14:46:14.000+00:00,2021-12-08T05:52:09.428+00:00,https://www.inaturalist.org/observations/69609181,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Krissa Klein,69609181,graysquirrel,NA,2021/02/09 3:31 PM PST,iNaturalist research-grade observations,Observations,"Point Reyes National Seashore, Marin, California, United States",3044557199,https://www.inaturalist.org/observations/69609181,204114,69609181,Krissa Klein,iNaturalist,23:31:00Z,Krissa Klein,154998108,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-124.038481,41.323289,"cdround,txmathi",gbif,3044558935,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:49:16.867+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-13T02:15:36,NA,California,2021,2,8,2021-02-08,2021-02-13T03:37:04.000+00:00,2021-12-08T05:49:16.867+00:00,https://www.inaturalist.org/observations/69482988,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Justin Legge,69482988,justinlegge,NA,2021-02-08 12:25:10 PM PST,iNaturalist research-grade observations,Observations,"Orick, CA 95555, USA",3044558935,https://www.inaturalist.org/observations/69482988,566550,69482988,Justin Legge,iNaturalist,20:25:10Z,Justin Legge,154627544,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-122.898872,42.497922,"cdround,txmathi",gbif,3044572129,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:01:40.724+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,NA,NA,Oregon,2021,2,14,2021-02-14,2021-02-16T21:05:19.000+00:00,2021-12-08T05:01:40.724+00:00,https://www.inaturalist.org/observations/69570293,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Cat Kizer,69570293,catkizer,NA,2021-02-14 9:02:19 AM PST,iNaturalist research-grade observations,Observations,"Medford, OR 97503, USA",3044572129,https://www.inaturalist.org/observations/69570293,566550,69570293,Cat Kizer,iNaturalist,17:02:19Z,NA,NA,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-111.455141,34.384474,cdround,gbif,3044581155,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:01:47.340+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-14T22:41:36,10099,Arizona,2021,2,12,2021-02-12,2021-02-23T16:13:12.000+00:00,2021-12-08T05:01:47.340+00:00,https://www.inaturalist.org/observations/69585549,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,caileyjo,69585549,caileyjo,NA,2021/02/12 5:18 PM MST,iNaturalist research-grade observations,Observations,"Pine, AZ 85544, USA",3044581155,https://www.inaturalist.org/observations/69585549,204114,69585549,caileyjo,iNaturalist,00:18:00Z,Scar,154932600,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-122.969566,38.044774,cdround,gbif,3044586191,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:02:00.510+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-15T08:05:10,28300,California,2021,2,9,2021-02-09,2021-02-15T14:45:55.000+00:00,2021-12-08T05:02:00.510+00:00,https://www.inaturalist.org/observations/69609397,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Krissa Klein,69609397,graysquirrel,Coordinate uncertainty increased to 28300m to protect threatened taxon,2021/02/09 4:39 PM PST,iNaturalist research-grade observations,Observations,"California, US",3044586191,https://www.inaturalist.org/observations/69609397,204114,69609397,Krissa Klein,iNaturalist,00:39:00Z,Krissa Klein,154998881,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-122.267374,38.880586,cdround,gbif,3044593286,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:01:37.442+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-17T07:38:43,28181,California,2021,2,15,2021-02-15,2021-02-17T08:27:10.000+00:00,2021-12-08T05:01:37.442+00:00,https://www.inaturalist.org/observations/69662787,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Mari Villa,69662787,marivillasol,Coordinate uncertainty increased to 28181m to protect threatened taxon,2021-02-15 3:28:42 PM PST,iNaturalist research-grade observations,Observations,"California, US",3044593286,https://www.inaturalist.org/observations/69662787,204114,69662787,Mari Villa,iNaturalist,01:28:42Z,clem,155300407,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-105.606388,40.385768,cdround,gbif,3044603120,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:02:05.657+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-14T18:11:52,172,Colorado,2021,2,13,2021-02-13,2021-02-23T15:48:48.000+00:00,2021-12-08T05:02:05.657+00:00,https://www.inaturalist.org/observations/69571099,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,davidmfrey,69571099,davidmfrey,NA,Sat Feb 13 2021 09:02:24 GMT-0700 (MST),iNaturalist research-grade observations,Observations,"Rocky Mountain National Park, Estes Park, CO, US",3044603120,https://www.inaturalist.org/observations/69571099,204114,69571099,davidmfrey,iNaturalist,16:02:24Z,davidmfrey,154893384,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-122.536847,38.855415,"cdround,txmathi",gbif,3044620266,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T06:41:07.492+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-17T08:19:05,28181,California,2021,2,15,2021-02-15,2021-07-14T05:14:33.000+00:00,2021-12-08T06:41:07.492+00:00,https://www.inaturalist.org/observations/69662635,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Mari Villa,69662635,marivillasol,Coordinate uncertainty increased to 28181m to protect threatened taxon,2021-02-15 3:06:57 PM PST,iNaturalist research-grade observations,Observations,"California, US",3044620266,https://www.inaturalist.org/observations/69662635,566549,69662635,Mari Villa,iNaturalist,01:06:57Z,Mari Villa,155302842,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-113.964405,46.877293,cdround,gbif,3044652823,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:02:03.170+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-21T20:35:55,100,Montana,2021,2,18,2021-02-18,2021-02-22T18:43:56.000+00:00,2021-12-08T05:02:03.170+00:00,https://www.inaturalist.org/observations/69944116,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Cole Wolf,69944116,colejwolf,NA,2021/02/18 10:39 AM MST,iNaturalist research-grade observations,Observations,"Lower Rattlesnake, Missoula, MT 59802, USA",3044652823,https://www.inaturalist.org/observations/69944116,204114,69944116,Cole Wolf,iNaturalist,17:39:00Z,Cole Wolf,155970998,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-113.963314,46.87875,cdround,gbif,3044654079,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:55:40.776+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-24T17:24:13,200,Montana,2021,2,23,2021-02-23,2021-02-28T01:48:41.000+00:00,2021-12-08T05:55:40.776+00:00,https://www.inaturalist.org/observations/70096462,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Cole Wolf,70096462,colejwolf,NA,2021/02/23 10:05 AM MST,iNaturalist research-grade observations,Observations,"Lower Rattlesnake, Missoula, MT 59802, USA",3044654079,https://www.inaturalist.org/observations/70096462,204114,70096462,Cole Wolf,iNaturalist,17:05:00Z,Cole Wolf,156443424,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-105.093605,39.524588,cdround,gbif,3044661273,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:02:36.645+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-26T00:32:16,5,Colorado,2021,2,25,2021-02-25,2021-06-07T15:07:28.000+00:00,2021-12-08T05:02:36.645+00:00,https://www.inaturalist.org/observations/70171954,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,paulbradford,70171954,paulbradford,NA,Thu Feb 25 2021 17:28:41 GMT-0700 (MST),iNaturalist research-grade observations,Observations,"Chatfield State Park, Littleton, CO, US",3044661273,https://www.inaturalist.org/observations/70171954,204114,70171954,paulbradford,iNaturalist,00:28:41Z,paulbradford,156659029,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-113.965587,46.876055,cdround,gbif,3044672168,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:56:05.229+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-24T17:24:13,100,Montana,2021,2,22,2021-02-22,2021-02-24T17:30:24.000+00:00,2021-12-08T05:56:05.229+00:00,https://www.inaturalist.org/observations/70096463,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Cole Wolf,70096463,colejwolf,NA,2021/02/22 9:13 AM MST,iNaturalist research-grade observations,Observations,"Lower Rattlesnake, Missoula, MT 59802, USA",3044672168,https://www.inaturalist.org/observations/70096463,204114,70096463,Cole Wolf,iNaturalist,16:13:00Z,Cole Wolf,156443426,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-124.037931,41.324892,"cdround,txmathi",gbif,3044672205,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:54:09.041+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-25T01:56:06,NA,California,2021,2,22,2021-02-22,2021-02-25T02:02:27.000+00:00,2021-12-08T05:54:09.041+00:00,https://www.inaturalist.org/observations/70123534,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Justin Legge,70123534,justinlegge,NA,2021-02-22 4:31:29 PM PST,iNaturalist research-grade observations,Observations,"Orick, CA 95555, USA",3044672205,https://www.inaturalist.org/observations/70123534,566550,70123534,Justin Legge,iNaturalist,00:31:29Z,Justin Legge,156512869,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-123.655899,46.147554,txmathi,gbif,3044677473,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:02:00.609+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-18T07:05:09,100,Oregon,2021,2,17,2021-02-17,2021-02-25T00:36:38.000+00:00,2021-12-08T05:02:00.609+00:00,https://www.inaturalist.org/observations/69756835,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,jayras,69756835,jayras,NA,2021/02/17 2:31 PM PST,iNaturalist research-grade observations,Observations,"Clatsop County, OR, USA",3044677473,https://www.inaturalist.org/observations/69756835,566550,69756835,jayras,iNaturalist,22:31:00Z,jayras,155439511,NA,NA,NA,NA
"Cervus canadensis Erxleben, 1777",-113.963793,46.874633,cdround,gbif,3044677594,"Cervus canadensis Erxleben, 1777",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:02:02.172+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777",Animalia,Chordata,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Cervus,canadensis,SPECIES,SYNONYM,LC,2021-02-19T16:46:27,200,Montana,2021,2,9,2021-02-09,2021-02-25T16:32:57.000+00:00,2021-12-08T05:02:02.172+00:00,https://www.inaturalist.org/observations/69818548,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Cole Wolf,69818548,colejwolf,NA,2021/02/09 6:16 PM MST,iNaturalist research-grade observations,Observations,"Lower Rattlesnake, Missoula, MT 59802, USA",3044677594,https://www.inaturalist.org/observations/69818548,204114,69818548,Cole Wolf,iNaturalist,01:16:00Z,Cole Wolf,155627540,NA,NA,NA,NA
